GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;;;;;;;;;
Libro Auxiliar entre el 01/01/2026 y el 31/03/2026;;;;;;;;;
Elaborado Bajo Normas Locales;;;;;;;;;
Inventario;Cuenta;Tercero;Fecha;Nota;Cheque;Doc Num;Débitos;Créditos;Saldo
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTANTERIA METALICA 2.40 * 120 * 2.80 - 2.00 CM;;(GCG) dp 97;0,00;45.847,00;-320.929,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTANTERIA METALICA 2.40 * 120 * 2.80 - 2.00 CM;;(GCG) dp 98;0,00;45.847,00;-366.776,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;366.776,00;-366.776,00
Total ESTANTERIA METALICA 2.40 * 120 * 2.80 - 2.00 CM ACTIF-146;;;;;;;5.691.384,00;366.776,00;5.324.608,00
ESTANTERIA METALICA ACTIF-056 ESTANTERIA METALICA;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.560.000,00;0,00;1.560.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.560.000,00;0,00;1.560.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;503.100,00;-503.100,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTANTERIA METALICA;;(GCG) dp 96;0,00;11.700,00;-514.800,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTANTERIA METALICA;;(GCG) dp 97;0,00;11.700,00;-526.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTANTERIA METALICA;;(GCG) dp 98;0,00;11.700,00;-538.200,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;538.200,00;-538.200,00
Total ESTANTERIA METALICA ACTIF-056 ESTANTERIA METALICA;;;;;;;1.560.000,00;538.200,00;1.021.800,00
ESTANTERIA METALICA AMARILLA-FORMALETA ACTIF-130;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.644.878,00;0,00;1.644.878,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.644.878,00;0,00;1.644.878,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;160.381,00;-160.381,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTANTERIA METALICA AMARILLA-FORMALETA;;(GCG) dp 96;0,00;12.337,00;-172.718,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTANTERIA METALICA AMARILLA-FORMALETA;;(GCG) dp 97;0,00;12.337,00;-185.055,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTANTERIA METALICA AMARILLA-FORMALETA;;(GCG) dp 98;0,00;12.337,00;-197.392,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;197.392,00;-197.392,00
Total ESTANTERIA METALICA AMARILLA-FORMALETA ACTIF-130;;;;;;;1.644.878,00;197.392,00;1.447.486,00
ESTANTERIA METALICA LAMINA ACTIF-061 ESTANTERIA METALICA LAMINA;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;5.485.900,00;0,00;5.485.900,00
;Total 152405 MUEBLES Y ENSERES;;;;;;5.485.900,00;0,00;5.485.900,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;1.553.908,00;-1.553.908,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTANTERIA METALICA LAMINA;;(GCG) dp 96;0,00;42.505,00;-1.596.413,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTANTERIA METALICA LAMINA;;(GCG) dp 97;0,00;42.505,00;-1.638.918,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTANTERIA METALICA LAMINA;;(GCG) dp 98;0,00;42.505,00;-1.681.423,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;1.681.423,00;-1.681.423,00
Total ESTANTERIA METALICA LAMINA ACTIF-061 ESTANTERIA METALICA LAMINA;;;;;;;5.485.900,00;1.681.423,00;3.804.477,00
ESTANTERIAS ACTIF-087 ESTANTERIAS;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.368.000,00;0,00;1.368.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.368.000,00;0,00;1.368.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;560.500,00;-560.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTANTERIAS;;(GCG) dp 96;0,00;22.420,00;-582.920,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTANTERIAS;;(GCG) dp 97;0,00;22.420,00;-605.340,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTANTERIAS;;(GCG) dp 98;0,00;22.420,00;-627.760,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;627.760,00;-627.760,00
Total ESTANTERIAS ACTIF-087 ESTANTERIAS;;;;;;;1.368.000,00;627.760,00;740.240,00
ESTIBA DE MADERA PLASTICA DE 120*100*11 CM ACTIF-083 ESTIBA DE MADERA;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.789.284,00;0,00;1.789.284,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.789.284,00;0,00;1.789.284,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;389.180,00;-389.180,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTIBA DE MADERA PLASTICA DE 120*100*11 CM;;(GCG) dp 96;0,00;13.420,00;-402.600,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTIBA DE MADERA PLASTICA DE 120*100*11 CM;;(GCG) dp 97;0,00;13.420,00;-416.020,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTIBA DE MADERA PLASTICA DE 120*100*11 CM;;(GCG) dp 98;0,00;13.420,00;-429.440,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;429.440,00;-429.440,00
Total ESTIBA DE MADERA PLASTICA DE 120*100*11 CM ACTIF-083 ESTIBA DE MADERA;;;;;;;1.789.284,00;429.440,00;1.359.844,00
ESTIBA INDUSTRIAL DE 120*100*14 CM ACTID-123;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;2.340.000,00;0,00;2.340.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;2.340.000,00;0,00;2.340.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;310.800,00;-310.800,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTIBA INDUSTRIAL DE 120*100*14 CM;;(GCG) dp 96;0,00;19.425,00;-330.225,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTIBA INDUSTRIAL DE 120*100*14 CM;;(GCG) dp 97;0,00;19.425,00;-349.650,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTIBA INDUSTRIAL DE 120*100*14 CM;;(GCG) dp 98;0,00;19.425,00;-369.075,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;369.075,00;-369.075,00
Total ESTIBA INDUSTRIAL DE 120*100*14 CM ACTID-123;;;;;;;2.340.000,00;369.075,00;1.970.925,00
ESTIBA PLASTICA CERRADA ACTIF-110;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;297.500,00;0,00;297.500,00
;Total 152405 MUEBLES Y ENSERES;;;;;;297.500,00;0,00;297.500,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;49.082,00;-49.082,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTIBA PLASTICA CERRADA;;(GCG) dp 96;0,00;2.231,00;-51.313,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTIBA PLASTICA CERRADA;;(GCG) dp 97;0,00;2.231,00;-53.544,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTIBA PLASTICA CERRADA;;(GCG) dp 98;0,00;2.231,00;-55.775,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;55.775,00;-55.775,00
Total ESTIBA PLASTICA CERRADA ACTIF-110;;;;;;;297.500,00;55.775,00;241.725,00
ESTIBAS 60*60 NEGRA ACTIF-112;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;699.720,00;0,00;699.720,00
;Total 152405 MUEBLES Y ENSERES;;;;;;699.720,00;0,00;699.720,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;115.642,00;-115.642,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTIBAS 60*60 NEGRA;;(GCG) dp 96;0,00;5.819,00;-121.461,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTIBAS 60*60 NEGRA;;(GCG) dp 97;0,00;5.819,00;-127.280,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTIBAS 60*60 NEGRA;;(GCG) dp 98;0,00;5.819,00;-133.099,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;133.099,00;-133.099,00
Total ESTIBAS 60*60 NEGRA ACTIF-112;;;;;;;699.720,00;133.099,00;566.621,00
ESTIBAS PERFORADA 1X120X15 ACTIF-076 ESTIBAS;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;3.370.080,00;0,00;3.370.080,00
;Total 152405 MUEBLES Y ENSERES;;;;;;3.370.080,00;0,00;3.370.080,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;978.845,00;-978.845,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTIBAS PERFORADA 1X120X15;;(GCG) dp 96;0,00;27.967,00;-1.006.812,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTIBAS PERFORADA 1X120X15;;(GCG) dp 97;0,00;27.967,00;-1.034.779,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTIBAS PERFORADA 1X120X15;;(GCG) dp 98;0,00;27.967,00;-1.062.746,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;1.062.746,00;-1.062.746,00
Total ESTIBAS PERFORADA 1X120X15 ACTIF-076 ESTIBAS;;;;;;;3.370.080,00;1.062.746,00;2.307.334,00
ESTIBAS PLASTICAS ACTIF-041 ESTIBAS PLASTICAS;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.100.000,00;0,00;1.100.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.100.000,00;0,00;1.100.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;429.000,00;-429.000,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ESTIBAS PLASTICAS;;(GCG) dp 96;0,00;8.250,00;-437.250,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ESTIBAS PLASTICAS;;(GCG) dp 97;0,00;8.250,00;-445.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ESTIBAS PLASTICAS;;(GCG) dp 98;0,00;8.250,00;-453.750,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;453.750,00;-453.750,00
Total ESTIBAS PLASTICAS ACTIF-041 ESTIBAS PLASTICAS;;;;;;;1.100.000,00;453.750,00;646.250,00
GATO ESTIBADOR 2500 KG HIDRAULICO RED LIFT ACTIF-162;152005 MAQUINARIA Y EQUIPO;MAQUITEC DE COLOMBIA S.A.S;30/01/2026;FC30564 GATO HIDRAULICO BOG;;(GCG) FC 439;1.550.000,00;0,00;1.550.000,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;1.550.000,00;0,00;1.550.000,00
;159210 MAQUINARIA Y EQUIPO;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  GATO ESTIBADOR 2500 KG HIDRAULICO RED LIFT;;(GCG) dp 96;0,00;11.625,00;-11.625,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  GATO ESTIBADOR 2500 KG HIDRAULICO RED LIFT;;(GCG) dp 97;0,00;11.625,00;-23.250,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  GATO ESTIBADOR 2500 KG HIDRAULICO RED LIFT;;(GCG) dp 98;0,00;11.625,00;-34.875,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;34.875,00;-34.875,00
Total GATO ESTIBADOR 2500 KG HIDRAULICO RED LIFT ACTIF-162;;;;;;;1.550.000,00;34.875,00;1.515.125,00
GONDOLA DE PARED ACTIF-113;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;3.016.650,00;0,00;3.016.650,00
;Total 152405 MUEBLES Y ENSERES;;;;;;3.016.650,00;0,00;3.016.650,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;510.321,00;-510.321,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  GONDOLA DE PARED;;(GCG) dp 96;0,00;24.301,00;-534.622,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  GONDOLA DE PARED;;(GCG) dp 97;0,00;24.301,00;-558.923,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  GONDOLA DE PARED;;(GCG) dp 98;0,00;24.301,00;-583.224,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;583.224,00;-583.224,00
Total GONDOLA DE PARED ACTIF-113;;;;;;;3.016.650,00;583.224,00;2.433.426,00
HIDROLAVADORA 145 OPS ACTIF-032;152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;299.900,00;0,00;299.900,00
;Total 152410 EQUIPOS;;;;;;299.900,00;0,00;299.900,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;269.910,00;-269.910,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;269.910,00;-269.910,00
Total HIDROLAVADORA 145 OPS ACTIF-032;;;;;;;299.900,00;269.910,00;29.990,00
IMPRESORA DE ETIQUETAS ZEBRA ZD230 ACTIF-150;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;1.273.300,00;0,00;1.273.300,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;1.273.300,00;0,00;1.273.300,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;57.300,00;-57.300,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  IMPRESORA DE ETIQUETAS ZEBRA ZD230;;(GCG) dp 96;0,00;19.100,00;-76.400,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  IMPRESORA DE ETIQUETAS ZEBRA ZD230;;(GCG) dp 97;0,00;19.100,00;-95.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  IMPRESORA DE ETIQUETAS ZEBRA ZD230;;(GCG) dp 98;0,00;19.100,00;-114.600,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;114.600,00;-114.600,00
Total IMPRESORA DE ETIQUETAS ZEBRA ZD230 ACTIF-150;;;;;;;1.273.300,00;114.600,00;1.158.700,00
IMPRESORA EPSON L3210 HG MULTIFUNCIONAL ACTIF-058 IMPRESORA EPSON L3210;152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;2.387.000,00;0,00;2.387.000,00
;Total 152410 EQUIPOS;;;;;;2.387.000,00;0,00;2.387.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;1.122.946,00;-1.122.946,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  IMPRESORA EPSON L3210 HG MULTIFUNCIONAL;;(GCG) dp 96;0,00;38.468,00;-1.161.414,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  IMPRESORA EPSON L3210 HG MULTIFUNCIONAL;;(GCG) dp 97;0,00;38.468,00;-1.199.882,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  IMPRESORA EPSON L3210 HG MULTIFUNCIONAL;;(GCG) dp 98;0,00;38.468,00;-1.238.350,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;1.238.350,00;-1.238.350,00
Total IMPRESORA EPSON L3210 HG MULTIFUNCIONAL ACTIF-058 IMPRESORA EPSON L3210;;;;;;;2.387.000,00;1.238.350,00;1.148.650,00
IMPRESORA EPSON L4160 ACTIF-015;152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;649.000,00;0,00;649.000,00
;Total 152410 EQUIPOS;;;;;;649.000,00;0,00;649.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;584.100,00;-584.100,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;584.100,00;-584.100,00
Total IMPRESORA EPSON L4160 ACTIF-015;;;;;;;649.000,00;584.100,00;64.900,00
IMPRESORA MULTIFUNCIONAL EPSOSN L4160 ACTIF-001;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;574.000,00;0,00;574.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;574.000,00;0,00;574.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;516.600,00;-516.600,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;516.600,00;-516.600,00
Total IMPRESORA MULTIFUNCIONAL EPSOSN L4160 ACTIF-001;;;;;;;574.000,00;516.600,00;57.400,00
IMPRESORA MULTIFUNCIONAL RICOH M320F ACTIF-123;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;2.250.000,00;0,00;2.250.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;2.250.000,00;0,00;2.250.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;540.000,00;-540.000,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  IMPRESORA MULTIFUNCIONAL RICOH M320F;;(GCG) dp 96;0,00;33.750,00;-573.750,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  IMPRESORA MULTIFUNCIONAL RICOH M320F;;(GCG) dp 97;0,00;33.750,00;-607.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  IMPRESORA MULTIFUNCIONAL RICOH M320F;;(GCG) dp 98;0,00;33.750,00;-641.250,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;641.250,00;-641.250,00
Total IMPRESORA MULTIFUNCIONAL RICOH M320F ACTIF-123;;;;;;;2.250.000,00;641.250,00;1.608.750,00
IMPRESORA RICOH MP C2003 ACTIF-103;152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;1.500.000,00;0,00;1.500.000,00
;Total 152410 EQUIPOS;;;;;;1.500.000,00;0,00;1.500.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;517.500,00;-517.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  IMPRESORA RICOH MP C2003;;(GCG) dp 96;0,00;22.500,00;-540.000,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  IMPRESORA RICOH MP C2003;;(GCG) dp 97;0,00;22.500,00;-562.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  IMPRESORA RICOH MP C2003;;(GCG) dp 98;0,00;22.500,00;-585.000,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;585.000,00;-585.000,00
Total IMPRESORA RICOH MP C2003 ACTIF-103;;;;;;;1.500.000,00;585.000,00;915.000,00
IMPRESORA ZEBRA ZD-230 ACTIF-121;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;1.456.946,00;0,00;1.456.946,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;1.456.946,00;0,00;1.456.946,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;371.518,00;-371.518,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  IMPRESORA ZEBRA ZD-230;;(GCG) dp 96;0,00;21.854,00;-393.372,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  IMPRESORA ZEBRA ZD-230;;(GCG) dp 97;0,00;21.854,00;-415.226,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  IMPRESORA ZEBRA ZD-230;;(GCG) dp 98;0,00;21.854,00;-437.080,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;437.080,00;-437.080,00
Total IMPRESORA ZEBRA ZD-230 ACTIF-121;;;;;;;1.456.946,00;437.080,00;1.019.866,00
IPAD AIR 11 WIFI 256GB SPACE GRAY-CLA ACTIF-126;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;3.899.000,00;0,00;3.899.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;3.899.000,00;0,00;3.899.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;935.760,00;-935.760,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  IPAD AIR 11 WIFI 256GB SPACE GRAY-CLA;;(GCG) dp 96;0,00;58.485,00;-994.245,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  IPAD AIR 11 WIFI 256GB SPACE GRAY-CLA;;(GCG) dp 97;0,00;58.485,00;-1.052.730,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  IPAD AIR 11 WIFI 256GB SPACE GRAY-CLA;;(GCG) dp 98;0,00;58.485,00;-1.111.215,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;1.111.215,00;-1.111.215,00
Total IPAD AIR 11 WIFI 256GB SPACE GRAY-CLA ACTIF-126;;;;;;;3.899.000,00;1.111.215,00;2.787.785,00
ISLA DE TRABAJO ACTIF-142;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.071.000,00;0,00;1.071.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.071.000,00;0,00;1.071.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;51.768,00;-51.768,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  ISLA DE TRABAJO;;(GCG) dp 96;0,00;8.628,00;-60.396,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  ISLA DE TRABAJO;;(GCG) dp 97;0,00;8.628,00;-69.024,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  ISLA DE TRABAJO;;(GCG) dp 98;0,00;8.628,00;-77.652,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;77.652,00;-77.652,00
Total ISLA DE TRABAJO ACTIF-142;;;;;;;1.071.000,00;77.652,00;993.348,00
LECTOR INFOPOS 2 D CON BASE NUEVO USB ACTIF-069  LECTOR INFOPOS;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;150.000,00;0,00;150.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;150.000,00;0,00;150.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;92.250,00;-92.250,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  LECTOR INFOPOS 2 D CON BASE NUEVO USB;;(GCG) dp 96;0,00;2.250,00;-94.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  LECTOR INFOPOS 2 D CON BASE NUEVO USB;;(GCG) dp 97;0,00;2.250,00;-96.750,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  LECTOR INFOPOS 2 D CON BASE NUEVO USB;;(GCG) dp 98;0,00;2.250,00;-99.000,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;99.000,00;-99.000,00
Total LECTOR INFOPOS 2 D CON BASE NUEVO USB ACTIF-069  LECTOR INFOPOS;;;;;;;150.000,00;99.000,00;51.000,00
